numero_sinistr,Charge,exercice,Police
200700034282,7722.3,2007,888626
200900024753,35513.28,2009,888638
200700045364,6000,2007,888644
200700042761,28796.91,2007,888672
201100041449,2454,2011,888707
200900043006,-2796,2009,888739
200700021967,67019.1,2007,888785
200700032080,6000,2007,888804
200700034389,38762.23,2007,888825
200700016543,-1886,2007,888842
200800037844,16304,2008,888891
200900031564,81550,2009,888892
200800003440,6001,2008,888935
200800023181,9570.28,2008,889027
200700037244,6000,2007,889035
200800005747,34508.2,2008,889052
200700026552,23393.24,2007,889064
200700031466,17607.13,2007,889064
200700017175,211074.79,2007,889066
201000005717,6804,2010,889068
200700025732,6000,2007,889087
200800036569,146392.1,2008,889125
200700042814,6000,2007,889157
200700026009,6477.9,2007,889157
200900047070,6000,2009,889228
200800044521,32158.72,2008,889313
200700030093,6000,2007,889320
200900010074,-227.5,2009,889329
200800051768,26673.61,2008,889329
201000020699,6804,2010,889337
200800051446,6000,2008,889342
200800054687,63500,2008,889370
200700047192,6000,2007,889370
200700045348,6000,2007,889374
200800038754,6804,2008,889374
200800021130,-1596,2008,889376
200900023577,14,2009,889379
200900049830,25598.29,2009,889445
200700020561,6000,2007,889499
200800046270,13349.1,2008,889514
200800048819,41238.9,2008,889517
200700037747,6000,2007,889522
200700039260,6000,2007,889575
200700027369,6000,2007,889596
200700020912,16804,2007,889596
200800002772,150,2008,889641
200700041074,105715.16,2007,889655
201000001547,-3696,2010,889672
200900039080,1014,2009,889684
200700031636,6000,2007,889695
200800053910,50996.69,2008,889734
200900036924,31808.83,2009,889756
200900051776,6804,2009,889802
200800037464,12000,2008,889864
200800005599,6000,2008,889873
200700043140,6996.02,2007,889899
200700027566,6000,2007,889903
200800053157,1580,2008,889938
200700039639,190353.7,2007,889958
200700032504,30804,2007,889959
200700041029,46650,2007,889969
200800005285,-1796,2008,889974
200800042077,6000,2008,889974
200800022862,6000,2008,889974
200800042861,6804,2008,890008
200800049029,18947.81,2008,890010
201100043286,6000,2011,890021
201100016684,-2196,2011,890025
200800048595,6000,2008,890034
200800035342,63150,2008,890041
200700044570,56254,2007,890050
200700030769,37300,2007,890052
200700046592,27815.64,2007,890062
201100045638,121263.03,2011,890063
200900010258,6934.35,2009,890066
200900023736,6000,2009,890117
200800031458,2504,2008,890181
200800053863,36550,2008,890194
200700037494,-2048.28,2007,890195
200900026471,6804,2009,890262
200800031885,34873.16,2008,890271
200900036493,-496,2009,890288
200900035553,6000,2009,890288
200700046320,182970.51,2007,890354
200800054749,65650,2008,890356
200900050932,31623.1,2009,890393
200800046709,495.6,2008,890558
200800054453,33735.65,2008,890595
200800013808,65756.69,2008,890596
200900055198,47950,2009,890596
200800035555,6000,2008,890604
200800005297,618,2008,890625
200800050687,11866.13,2008,890626
200800053977,50850,2008,890630
200800026756,6000,2008,890637
201000022272,-4700,2010,890640
200700047457,46100,2007,890698
200700045069,111277.1,2007,890701
200800005092,291954,2008,890706
201000010864,6000,2010,890780
200800005283,-2696,2008,890787
200800050269,110984.76,2008,890813
200900015175,4361.4,2009,890824
201000052588,21395.1,2010,890836
201000013990,-96,2010,890836
200800020924,6804,2008,890837
201000028715,5900,2010,890883
200700044957,49358.42,2007,890905
200900054604,76150,2009,890919
200800032731,6000,2008,890953
200700025800,-2896,2007,890965
200700044439,6000,2007,890972
200700045958,-5100,2007,890983
200800025062,6000,2008,890983
200700046451,6000,2007,891003
200800008242,-646,2008,891056
200800023451,6000,2008,891085
200800004004,6000,2008,891153
200700048041,44650,2007,891155
201100034152,6000,2011,891155
200800021824,6000,2008,891168
200800007332,-3396,2008,891186
200800035739,20047.77,2008,891186
201000058572,56000,2010,891192
200800054357,38000,2008,891200
200900054359,6000,2009,891217
200800049456,-2196,2008,891217
200800035506,6804,2008,891220
200800011740,3444,2008,891220
200800052836,75973.42,2008,891227
200700040359,6150,2007,891251
200800047018,6000,2008,891267
200900000234,-1596,2009,891270
200700045693,42452.91,2007,891289
200900010250,13254.52,2009,891311
200700046897,76614.39,2007,891312
200800031472,804,2008,891389
200900054326,6000,2009,891429
200800017243,-2196,2008,891465
200900053875,35000,2009,891520
200700046199,6000,2007,891670
200700045320,10550,2007,891675
200800016723,33272.53,2008,891709
200900052077,65529.3,2009,891724
200900016775,63150,2009,891741
200700048290,11424,2007,891744
200900028715,137573.06,2009,891793
201100055980,65950,2011,891793
201000023823,-696,2010,891826
200800019441,-2196,2008,891826
200800035000,116650,2008,891829
200900054156,48150,2009,891858
200900049476,6804,2009,891879
200900035433,76000,2009,891879
200800053081,60668.52,2008,891897
200800052797,25497.85,2008,891897
200900041722,6000,2009,891899
200900012352,59950,2009,891905
200800026217,-3196,2008,891944
200800025206,6000,2008,891989
200700044598,6000,2007,891994
200700041781,138650,2007,892049
200700044949,113064.72,2007,892087
200800038917,-426,2008,892095
200700045712,18091.71,2007,892103
200800007100,6000,2008,892128
200800034841,7774.8,2008,892136
200800033476,6000,2008,892149
201000033339,-4600,2010,892173
200800004657,17150,2008,892283
200800052618,65174,2008,892295
200700044921,75057.47,2007,892319
200800050686,60213.43,2008,892347
200800028957,5644,2008,892361
200700042325,6000,2007,892375
200800038935,56000,2008,892414
200900008113,1576.45,2009,892440
200800014484,1804,2008,892471
200800013870,-2696,2008,892471
200900007061,804,2009,892544
200800022931,26791.94,2008,892569
200800006225,5285.75,2008,892593
200800008770,6000,2008,892610
201100025821,322.2,2011,892679
200800018502,27904.59,2008,892739
200800044460,20450,2008,892744
200800053148,6000,2008,892755
200800002638,6000,2008,892778
200800048241,33720.09,2008,892788
200700048034,97827.2,2007,892796
200800050483,70520.85,2008,892817
201100062452,67750,2011,892853
200900050933,6000,2009,892866
200900052802,232628.18,2009,892886
200800054827,56000,2008,892889
200800054315,29300,2008,892889
201100032253,-196,2011,892889
201100018950,2658,2011,892889
200800017394,6804,2008,892910
200800053031,20286.86,2008,892915
201000017166,3290.4,2010,892926
200700020620,-2196,2007,892934
200700045917,39837.31,2007,892966
201000046486,38304,2010,892968
200700031415,-4550,2007,892979
200800053469,49050,2008,892980
200800053724,22504.55,2008,892993
200800050026,23500,2008,893021
201000040984,6804,2010,893022
201000022633,1450,2010,893032
200800011136,8050.63,2008,893052
200900029466,500.7,2009,893053
200900049138,45950,2009,893058
201000033062,-3396,2010,893063
200800028475,4288.98,2008,893071
201000053202,49150,2010,893075
200800050883,67904,2008,893084
200800051664,57150,2008,893129
200800032420,6000,2008,893157
200800047038,6000,2008,893185
200900034985,6750,2009,893196
201100020717,804,2011,893212
201000008444,5059.18,2010,893223
200800022119,504,2008,893230
200800021361,18712,2008,893249
200800053617,163650,2008,893251
200800005964,-1546,2008,893264
201100029834,6000,2011,893297
200900018505,356765.44,2009,893353
200800053392,188624.68,2008,893364
200800051552,55973.2,2008,893364
201100019946,-624.6,2011,893396
200800053388,24846.52,2008,893420
200800034770,6000,2008,893429
200800028722,41804,2008,893441
201100054213,6000,2011,893445
200800012458,6000,2008,893465
200800005524,-172.5,2008,893466
201100022845,5304,2011,893479
201000050667,59057.11,2010,893479
201000020480,4591.41,2010,893479
200800055146,56000,2008,893483
200800050939,6000,2008,893483
201000017430,-3496,2010,893498
200800014658,326034.7,2008,893521
200800043702,225650,2008,893527
200800016648,6000,2008,893581
200800017727,24550,2008,893637
200800046853,64228.3,2008,893648
200900051551,208246.98,2009,893651
200800054702,45377.62,2008,893701
200800011737,6000,2008,893723
200800015933,6000,2008,893732
200900008372,25493.03,2009,893802
200800048442,128268.52,2008,893810
200800052931,128779.49,2008,893817
200900027389,27196.5,2009,893830
200800018970,3504,2008,893834
201000055838,6000,2010,893834
201000010836,29790.27,2010,893834
201000057208,44650,2010,893835
200800053925,6000,2008,893863
200900039746,31014,2009,893863
200900016726,1923.6,2009,893889
200800043344,24148.85,2008,893897
200800017248,4210.8,2008,893923
201000054649,56000,2010,893929
200900055083,88150,2009,893929
200800014456,399369.3,2008,893934
200800011086,1607.4,2008,893975
201000046378,6804,2010,894021
201100058760,6000,2011,894038
200800027889,6000,2008,894043
200800042974,46180.18,2008,894058
200800033525,6000,2008,894059
200800032888,37150,2008,894063
200900047265,69532.97,2009,894137
200800033271,6000,2008,894161
200900008136,181550.73,2009,894169
200800009255,-1296,2008,894196
200900047909,6000,2009,894199
200800038931,80214,2008,894258
200900054463,6000,2009,894278
200800052804,42542.54,2008,894290
200800031900,72846,2008,894300
200800030086,6000,2008,894307
201100034026,404,2011,894313
201000016331,-996,2010,894313
200800052780,108130.59,2008,894329
200900055354,58181.32,2009,894329
200900054441,6000,2009,894329
201000029223,12906.96,2010,894400
200900054697,91900,2009,894495
200800026696,6804,2008,894501
201100023637,6600,2011,894513
201000036955,6000,2010,894520
200800055038,41150,2008,894537
200800055096,78850,2008,894566
200800051626,6000,2008,894652
200900029682,-696,2009,894700
200800014631,2000,2008,894716
200800014671,6000,2008,894716
200800029921,6000,2008,894718
200800054008,49950,2008,894725
200900023416,6000,2009,894725
200800052895,48150,2008,894729
200800035190,6000,2008,894734
201100006851,1690.02,2011,894745
201000004717,-2996,2010,894745
200900052993,67450,2009,894783
201100055929,56650,2011,894783
201100036211,-2846,2011,894853
200800021210,6804,2008,894854
201100038425,6000,2011,894864
200900047396,6000,2009,894896
200800053241,29147.62,2008,894944
200800028818,4807.38,2008,894948
200900015409,6804,2009,894948
201000006168,-1096,2010,894957
201100044248,6804,2011,894976
200900033096,33459.63,2009,894977
200800023410,25855.86,2008,895037
200900005731,6804,2009,895046
200900007762,6804,2009,895064
200800049479,38750,2008,895078
200800050919,6000,2008,895090
200800048808,-1216,2008,895111
200900023562,-274.5,2009,895111
201000057563,99750,2010,895161
200800037448,6000,2008,895183
200900018157,18817.27,2009,895194
200800052958,29773.95,2008,895214
200900019980,52402.21,2009,895317
200800028278,6000,2008,895319
200800054107,90150,2008,895407
200800029679,6000,2008,895435
200800051247,48911.33,2008,895454
200800046802,17701.1,2008,895462
200900023688,59038,2009,895591
200800052820,86650,2008,895595
200800049590,83711.75,2008,895598
201100060638,56950,2011,895653
200900016776,141581.97,2009,895663
200800054340,37836.34,2008,895682
200800027347,-770.22,2008,895691
200900015488,6804,2009,895717
200800034457,33390,2008,895729
201000005967,703,2010,895783
200900040473,-1259.53,2009,895783
201100018608,6000,2011,895893
200800053484,23858.58,2008,895966
200800030147,34225,2008,895966
200800048490,516475,2008,895993
200900027058,125150,2009,896070
200900009685,63150,2009,896078
201000011539,17104,2010,896078
201000002296,-3196,2010,896081
200800036941,6000,2008,896082
200900020354,725,2009,896085
200900007106,-3075.6,2009,896102
200800048384,46296.01,2008,896151
200800053809,6000,2008,896151
201000033050,10140.05,2010,896166
200800044528,-1396,2008,896177
200900049471,42177.45,2009,896189
201100063099,53650,2011,896208
201000024444,5570.1,2010,896268
201000005817,373.2,2010,896292
200900052956,14816.58,2009,896292
200800048140,50242.87,2008,896297
200800050404,434350,2008,896354
200900055775,56804,2009,896366
201000048688,6000,2010,896370
201000004714,-1511.76,2010,896424
200800041337,309639.92,2008,896428
201000016978,10527.69,2010,896447
200900015539,2639,2009,896447
200800054070,42150,2008,896458
200800052084,6000,2008,896501
200800036838,3675.75,2008,896553
200800051520,6000,2008,896577
200800050224,84822.19,2008,896607
200800046713,-483.6,2008,896625
200800026794,-1596,2008,896631
200900051621,44922.2,2009,896653
201100013157,6000,2011,896671
200900047266,33027.24,2009,896674
200800033313,10175.4,2008,896678
200800028091,26404,2008,896704
201000050805,146927.94,2010,896750
200900053973,38127.8,2009,896753
200800053712,48150,2008,896786
201000059430,69950,2010,896796
200900034644,6804,2009,896801
200800037468,28861.24,2008,896831
200800041398,99754.7,2008,896856
200800043514,12000,2008,896896
200900037341,48954,2009,896951
200800044535,-835.5,2008,896961
200800053276,6942,2008,896977
201000054091,56360,2010,897041
200900027761,6000,2009,897056
200800053226,63950,2008,897076
200800034616,6150,2008,897102
201000029339,-2696,2010,897117
200900008115,6804,2009,897157
200900034677,604,2009,897162
201000047489,22050.68,2010,897174
200900023735,41426.1,2009,897250
200800050227,113150,2008,897277
200800051215,85691.7,2008,897312
200800048698,25240,2008,897368
200900007853,-4196,2009,897441
201000011096,49950,2010,897442
200900041245,23993.84,2009,897463
200900020203,6000,2009,897483
200800054669,115079.46,2008,897529
200900054398,59850,2009,897584
200800049767,33650,2008,897669
200900004586,93746.12,2009,897679
200900056028,16000,2009,897688
201000059350,39800,2010,897744
200900049985,56642.45,2009,897807
200900054998,63213.33,2009,897815
200900031200,-3946,2009,897816
201000029437,4310.4,2010,897833
200900019719,-3396,2009,897850
200800048805,6000,2008,897851
200900008111,28156.32,2009,897856
200800052570,166150,2008,897857
200900030758,6000,2009,897876
200900055949,62950,2009,897884
200800054359,45312,2008,897997
200800049297,6000,2008,898006
200900053857,200150,2009,898057
201100042089,-4550,2011,898078
201100013578,-2196,2011,898078
201000014920,725,2010,898078
201000053431,34327.11,2010,898086
200900054464,179414.77,2009,898104
200800046676,711.84,2008,898115
200900001206,-1552.5,2009,898145
201000019407,304,2010,898213
201000047676,6000,2010,898229
201000054730,6000,2010,898245
200900049292,55993.16,2009,898251
201100025934,2981.3,2011,898322
200900016774,28035.45,2009,898322
200900000856,2054,2009,898339
201000029996,6425.88,2010,898366
200900003992,4259.4,2009,898402
200900034649,11787.3,2009,898405
201100022711,6804,2011,898495
201000055019,53950,2010,898527
201100052772,27365.43,2011,898557
201000056817,44254.23,2010,898596
201000038366,-696,2010,898616
201000019685,36700,2010,898637
201000007851,-196,2010,898661
201100062344,39950,2011,898679
201000054311,6300,2010,898682
200800025220,-3696,2008,898722
200800020666,54239.55,2008,898727
200800015559,3705.9,2008,898730
200800015770,48837.12,2008,898732
200800049566,1089.24,2008,898740
200800038992,-1206,2008,898752
201000047971,6000,2010,898752
200800013577,6000,2008,898763
200900017570,6000,2009,898788
200900055801,6000,2009,898790
200900032459,66150,2009,898816
201100008098,67950,2011,898827
201100049272,6000,2011,898839
201000047213,6000,2010,898839
200900009762,222604,2009,898852
200900052995,93527.28,2009,898854
201000031848,2024,2010,898857
200900041343,6000,2009,898859
201000018481,-696,2010,898861
200900026102,46954,2009,898876
201000030089,26377.65,2010,898879
200900015947,6000,2009,898881
200900018767,-2696,2009,898897
201100016884,842.4,2011,898898
200900029098,6000,2009,898932
200900002059,-1396,2009,898948
200900040603,25150,2009,898950
201000047891,-696,2010,898960
200900019940,150,2009,898983
200900055765,106159.09,2009,899029
201000053098,7875,2010,899078
200900035707,39173.97,2009,899112
200900038058,996,2009,899118
200900031449,6000,2009,899118
201000058646,50950,2010,899141
201000009982,-576,2010,899141
200900019593,52584.78,2009,899176
200900015007,-2768.4,2009,899189
200900044607,121360.25,2009,899206
201100039602,6000,2011,899242
200900043533,49208,2009,899269
201000004720,-2696,2010,899273
201100022276,86450,2011,899307
201000019298,6000,2010,899321
200900048976,103650,2009,899338
200900015178,5744,2009,899383
200900051858,292150,2009,899408
201000055756,59950,2010,899590
200900015047,-1206,2009,899599
201000053076,29264.63,2010,899655
200900025963,6804,2009,899689
201000000606,-1696,2010,899693
200900051015,57357.23,2009,899701
200900054732,63150,2009,899708
200900046950,6000,2009,899708
200900023800,47899.81,2009,899865
201100044440,20974.92,2011,899883
200900019705,126242.99,2009,899891
201100016651,6824.7,2011,899894
201000035554,-496,2010,899894
200900054796,6000,2009,899908
200900037055,3000,2009,899912
201000023952,6804,2010,899968
200900048602,144950,2009,899984
200900033047,57454,2009,899987
200900024220,6000,2009,900018
200900053965,44650,2009,900022
200900053753,31878.11,2009,900033
200900053902,6000,2009,900060
200900034682,3718.8,2009,900180
200900054712,42250,2009,900229
200900020674,6000,2009,900246
200900052062,12357.4,2009,900281
200900029677,9694,2009,900339
200900052322,157150,2009,900353
201000016325,-196,2010,900354
200900016731,6697.2,2009,900364
200900032620,6000,2009,900383
200900024223,6000,2009,900383
200900019714,-3196,2009,900481
200900051463,73861.88,2009,900538
200900037444,6000,2009,900555
200900026319,6000,2009,900559
200900051370,20967.51,2009,900570
201000022942,42300,2010,900588
201000016321,3456,2010,900588
201000049620,50847.71,2010,900627
201000010049,51985.09,2010,900675
200900054219,68100,2009,900780
200900051856,120943.36,2009,900832
201000059382,91950,2010,900858
201100023652,113150,2011,900859
200900049881,222029.28,2009,900863
201000048548,6000,2010,900863
201000009797,48354,2010,900923
201000051844,6000,2010,900929
200900054826,47236.2,2009,900940
200900016821,-3396,2009,900943
200900052901,111238.66,2009,900957
200900015598,27991.1,2009,900959
201000008471,7014,2010,900970
201000025013,-1196,2010,900993
200900052721,166650,2009,900993
201000009512,2086.8,2010,901000
200900049899,36650,2009,901004
201000032357,3724,2010,901008
200900023835,-116.4,2009,901038
200900041430,49754,2009,901081
200900034325,3627,2009,901172
201000054362,6000,2010,901191
200900051424,48150,2009,901227
200900028231,26804,2009,901234
201100036921,6000,2011,901263
201000011109,8258.52,2010,901286
200900025957,6804,2009,901293
201100005612,4549.53,2011,901307
200900051862,109276.04,2009,901320
200900038657,197672.19,2009,901325
201000007841,-3196,2010,901361
201000055827,37828.59,2010,901402
201100027264,6000,2011,901415
201000020484,177468.92,2010,901424
200900028195,6702.66,2009,901432
200900052954,64706.82,2009,901440
200900043909,9150,2009,901481
201000044771,6000,2010,901519
200900053079,43246.48,2009,901571
200900050507,54450,2009,901595
200900019716,-1496,2009,901615
201100008660,2704,2011,901632
201000055219,140600,2010,901656
200900032338,3304,2009,901685
200900046806,42150,2009,901713
200900055499,46650,2009,901777
200900054230,95023.58,2009,901803
200900040446,9084,2009,901824
200900024594,58431.77,2009,901872
200900047917,120456.62,2009,901963
201100057626,21000,2011,901989
200900032176,2000.61,2009,902005
200900043578,689.4,2009,902021
201000029505,76300,2010,902054
201100051021,76804,2011,902063
200900052949,163772.93,2009,902067
201000002268,-2696,2010,902076
201000053408,51150,2010,902141
200900027088,6000,2009,902182
201000006884,6804,2010,902194
201100024804,6000,2011,902209
201000022076,87454,2010,902216
201000043066,311772.57,2010,902323
201000013622,40750.98,2010,902339
200900054816,6000,2009,902342
201000054804,6000,2010,902354
201000018476,-996,2010,902368
201000056836,51000,2010,902382
201000059490,60000,2010,902394
201000019644,89305.46,2010,902491
201000022553,45650,2010,902502
201100047089,1704,2011,902575
200900040443,1579,2009,902587
201100012982,-2196,2011,902669
201000026164,7841.34,2010,902673
200900029047,-4550,2009,902673
201000048962,6000,2010,902675
200900037053,87454,2009,902689
200900052224,32994.87,2009,902810
200900040398,9583.8,2009,902851
200900040589,12000,2009,902853
200900044389,24143.26,2009,902857
201100047550,6523.65,2011,902862
201000052102,109431.84,2010,902919
201100038147,6000,2011,902979
200900052879,44650,2009,902996
201100038376,99977.5,2011,903010
200900054915,221000,2009,903090
201000018366,6804,2010,903156
201000016330,-2696,2010,903182
201100020091,6000,2011,903198
201100057105,6000,2011,903238
200900051822,2382.6,2009,903268
201000017814,6000,2010,903305
201000001636,767.94,2010,903308
201100045593,5004,2011,903349
201000048677,-2696,2010,903438
201100014239,6000,2011,903471
201000059314,50950,2010,903472
200900054578,59950,2009,903482
201000036038,6804,2010,903524
201100062021,66600,2011,903524
200900053740,48150,2009,903598
201000017271,6000,2010,903627
201100051801,5310,2011,903644
201000056771,66650,2010,903657
201100043844,-3196,2011,903657
201000055934,6000,2010,903658
201000059338,39950,2010,903698
201000013886,6000,2010,903746
201100053962,6000,2011,903746
200900053293,88650,2009,903747
201000034864,21595.32,2010,903748
201000023163,61054,2010,903781
201000057697,63750,2010,903804
201000054794,89220,2010,903815
201000055185,58650,2010,903837
201000006392,6804,2010,903876
201000016111,6000,2010,903893
200900055463,20067,2009,903988
201000046640,6000,2010,904121
201000040593,-1196,2010,904147
201000050644,43977.13,2010,904169
201000046547,125066.5,2010,904288
200900055057,55950,2009,904375
201000014866,347160,2010,904384
200900055729,50000,2009,904394
200900042982,175766.37,2009,904405
200900017186,-249,2009,904427
201000006184,6000,2010,904437
201100041459,6804,2011,904439
201000006925,-1996,2010,904487
201000033265,53697,2010,904509
201000013243,801.6,2010,904515
201100013415,-2496,2011,904515
201000033131,1804,2010,904521
201000014597,75331,2010,904534
201000056728,59650,2010,904557
201000008258,9374.35,2010,904567
201000015881,6804,2010,904569
201100027060,-200,2011,904600
201000008411,-1496,2010,904610
201000041630,804,2010,904623
201000053708,68150,2010,904647
201000020956,504,2010,904694
201000012981,-1396,2010,904694
201000054729,6000,2010,904715
201000055475,64554,2010,904739
201100022911,2899.74,2011,904740
201000053969,104,2010,904744
201000008696,1126,2010,904817
201000059521,96000,2010,904865
201000053888,6000,2010,904901
201000054650,12000,2010,904904
201000052301,46650,2010,904915
201000018604,129650,2010,904929
201000017337,8074,2010,904934
201000021552,-2496,2010,904946
201000055865,6000,2010,904993
201000023785,18000,2010,904993
201000057813,17357.1,2010,905021
201000056844,33921.9,2010,905095
201000025851,105450,2010,905109
201100033323,6000,2011,905140
201000014921,-3896,2010,905143
201000020485,94327.43,2010,905170
201000058252,56000,2010,905170
201100058906,55850,2011,905180
201000028821,6804,2010,905200
201000043598,6000,2010,905231
201000059092,39950,2010,905311
201000044369,3480.88,2010,905314
201100038960,7660.08,2011,905381
201000014036,263660.73,2010,905465
201000020473,604,2010,905530
201100055837,6250,2011,905567
201000059336,67950,2010,905571
201100013241,6804,2011,905611
201000016320,1954,2010,905625
201100055201,61150,2011,905729
201000047896,1204,2010,905775
201000041640,6804,2010,905780
201000020342,54836.74,2010,905812
201000056275,6000,2010,905852
201000031556,-2996,2010,905912
201000058523,55450,2010,905926
201000052118,6804,2010,905929
201100052769,6000,2011,905933
201000048293,76508.61,2010,905953
201000054498,31038.56,2010,905987
201000057345,25150,2010,906046
201100021619,6804,2011,906046
201000047267,153954,2010,906054
201100043184,6000,2011,906061
201100013942,57014,2011,906138
201000040934,1100,2010,906182
201000047483,6000,2010,906251
201100001581,-1996,2011,906274
201000030789,-1596,2010,906381
201000018901,-2696,2010,906447
201000059198,50000,2010,906477
201000022573,177500,2010,906556
201100030107,11505.99,2011,906650
201100023214,6000,2011,906756
201100062232,141927.09,2011,906849
201000052859,6000,2010,906856
201100014406,6000,2011,906964
201100012316,25804,2011,907020
201000052457,86750,2010,907024
201000033659,6000,2010,907038
201100036566,53000,2011,907045
201100010015,1654,2011,907077
201000043402,10783.49,2010,907119
201100045597,29692,2011,907119
201000048683,-10600,2010,907168
201100006833,-2196,2011,907209
201000052175,111804,2010,907263
201100023461,56000,2011,907290
201000055667,57150,2010,907291
201000059079,50000,2010,907304
201100062191,-4500,2011,907304
201100045604,6158,2011,907320
201100011779,184150,2011,907328
201000044778,6000,2010,907343
201100043055,6000,2011,907348
201000045402,6000,2010,907356
201000041797,6000,2010,907416
201000028393,-655.2,2010,907504
201000059096,61000,2010,907615
201100053211,109650,2011,907685
201100005601,-3196,2011,907750
201000059654,56000,2010,907839
201100055900,6000,2011,907880
201100044167,8611.2,2011,907888
201100044748,3804,2011,907899
201100049162,62150,2011,907904
201000042581,-800,2010,907930
201000048915,12050,2010,907951
201000035515,2431.53,2010,908016
201100061578,58450,2011,908024
201000057422,6000,2010,908061
201000055949,6000,2010,908063
201000056569,93777.72,2010,908085
201000052829,82650,2010,908108
201100061981,55000,2011,908134
201100060611,75650,2011,908187
201100022732,156443.28,2011,908188
201100038630,6804,2011,908234
201000054940,118630.59,2010,908274
201100006845,4924,2011,908279
201100031842,12093.19,2011,908279
201100024890,10128.2,2011,908279
201100056696,6650,2011,908311
201000050901,63721.7,2010,908366
201100008148,5004,2011,908403
201100031876,196000,2011,908403
201100058238,6000,2011,908416
201000058579,56950,2010,908456
201100013416,-2696,2011,908466
201000057469,56150,2010,908468
201100005393,51623.66,2011,908648
201100042071,104,2011,908791
201100047133,53992.14,2011,908818
201100057461,6000,2011,908866
201100055436,-1696,2011,908866
201100011951,6000,2011,908904
201100053773,6000,2011,908930
201000053556,56000,2010,909039
201100041454,-3096,2011,909091
201100020013,56000,2011,909131
201000046910,-2096,2010,909131
201100008453,112217.58,2011,909358
201100015493,124164,2011,909358
201100014208,6000,2011,909460
201100032783,804,2011,909464
201100021618,6804,2011,909519
201100041044,12000,2011,909547
201000051948,6000,2010,909583
201000044744,-4550,2010,909614
201000033349,3304,2010,909639
201100043048,3423.16,2011,909683
201100025892,17424,2011,909700
201100050705,6000,2011,909719
201100052787,1440,2011,909733
201100013421,6324.9,2011,909738
201100050619,28150,2011,909745
201100062504,56300,2011,909757
201100054226,-2696,2011,909768
201100016666,-2196,2011,909832
201100047733,6000,2011,909854
201100013941,152150,2011,909884
201100025671,8691.5,2011,909904
201100018416,29220,2011,909906
201100044086,6000,2011,909909
201100012702,12561.06,2011,909909
201100012697,404,2011,909997
201100005397,-196,2011,910052
201100048536,6000,2011,910098
201100051800,6000,2011,910099
201100061758,6000,2011,910100
201100043962,51150,2011,910106
201100036213,804,2011,910137
201100059347,6000,2011,910165
201100044041,6000,2011,910187
201100015135,-4750,2011,910280
201100059286,56950,2011,910427
201100029867,3624,2011,910454
201100024244,6000,2011,910476
201100012110,-3596,2011,910476
201100025661,804,2011,910514
201100019703,5804,2011,910601
201100012105,7167.61,2011,910621
201100024920,33031.67,2011,910712
201100035907,65190,2011,910716
201100051098,6000,2011,910733
201100019701,1882.8,2011,910859
201100062338,186961.54,2011,910932
201100053209,62950,2011,910932
201100043661,237150,2011,910945
201100058446,6804,2011,910981
201100054560,90000,2011,911040
201100037404,6000,2011,911044
201100063171,66000,2011,911068
201100021612,7242.9,2011,911213
201100043050,6804,2011,911270
201100031836,804,2011,911513
201100062181,6000,2011,911519
201100060969,139236.25,2011,911586
201100047093,2614,2011,911689
201100035282,-1796,2011,911717
201100024372,-4800,2011,911717
201100062797,56950,2011,911784
201100047602,6000,2011,911860
201100057258,6000,2011,912109
201100054677,-2226,2011,912357
201100054338,6000,2011,912395
201100036557,60250,2011,912498
201100052810,54243.19,2011,912510
201100062313,33000,2011,912578
201100032246,5225.85,2011,912711
201100041262,63150,2011,912827
201100044862,-196,2011,912847
201100045615,6804,2011,913085
201100045025,6804,2011,913094
201100052771,23695.27,2011,913399
201100059372,6000,2011,913428
201100058786,6000,2011,913483
201100056883,6000,2011,913483
201100045620,7664.97,2011,913641
201100056416,56600,2011,913677
201100057199,216966.46,2011,913927
201100037518,56000,2011,914429
201100044559,6000,2011,914495
200900022478,9000,2009,919313
200900039830,42150,2009,919324
200700036546,-1320,2007,919326
200900055023,50207.8,2009,919329
200700046902,31332.54,2007,919331
200900039100,83957.18,2009,919339
201100037736,883.2,2011,919341
200700025246,6000,2007,919343
200700022914,74489.23,2007,919344
201000010562,664,2010,919376
201000030099,10567.93,2010,919386
200700015010,-1192,2007,919387
200700046175,6000,2007,919388
201100062287,59650,2011,919392
201000028104,-836,2010,919393
201100017905,804,2011,919404
200800048903,19877.8,2008,919424
200800009544,6305,2008,919442
201000047691,107684.98,2010,919442
200700011450,6000,2007,919459
200900049977,41516.06,2009,919459
201000043390,-636,2010,919460
200700006881,-2518,2007,919481
200700035668,30000,2007,919484
200900041568,126395.57,2009,919486
200800052453,193705.48,2008,919487
200900005483,75334.71,2009,919492
200800036593,24371.84,2008,919513
200800012516,7632.86,2008,919522
201100009572,4913.6,2011,919522
200700042109,7430,2007,919524
200700043551,6000,2007,919537
200700044457,41460.36,2007,919539
200800029298,10532,2008,919559
201100043824,48310.5,2011,919570
200900050394,21400.17,2009,919580
200800017386,15130.52,2008,919580
201000054570,12660,2010,919605
200700039496,24132.58,2007,919631
201100056975,62950,2011,919655
200800037801,5000,2008,919693
200800027936,6000,2008,919693
200900030296,-3523.2,2009,919693
200700033643,89496.65,2007,919700
201000035830,431250,2010,919728
200700009424,67.2,2007,919756
200700044347,6000,2007,919759
200700025091,2329.92,2007,919759
200800022196,6000,2008,919760
200900032569,5024,2009,919765
200800049673,6000,2008,919781
